siteid,sitename,datacreationdate,aqi,status,pm2.5_x,pm2.5_y,no2,o3,co,pm10,no,so2
26,Miaoli,2024-05-30 18:00,74,Moderate,,11.0,6.6,46.2,0.22,23.0,1.3,2.0
25,Toufen,2024-05-30 18:00,58,Moderate,,8.0,6.0,43.5,0.28,22.0,1.5,1.5
24,Hsinchu,2024-05-30 18:00,51,Moderate,,10.0,8.7,45.2,0.31,15.0,0.9,1.7
23,Zhudong,2024-05-30 18:00,64,Moderate,,15.0,10.0,37.2,0.29,24.0,0.6,0.4
22,Hukou,2024-05-30 18:00,52,Moderate,,17.0,5.4,36.3,0.21,24.0,0.6,6.1
21,Longtan,2024-05-30 18:00,46,Good,,14.0,20.9,30.2,0.39,31.0,0.7,1.7
20,Pingzhen,2024-05-30 18:00,39,Good,,13.0,18.3,29.4,0.36,25.0,0.8,0.8
19,Guanyin,2024-05-30 18:00,40,Good,,10.0,8.0,36.0,0.25,15.0,0.4,3.0
18,Dayuan,2024-05-30 18:00,38,Good,,10.0,17.1,31.0,0.29,20.0,1.9,1.5
17,Taoyuan,2024-05-30 18:00,42,Good,,14.0,25.7,21.5,0.49,25.0,2.0,3.9
16,Datong,2024-05-30 18:00,40,Good,,12.0,24.9,18.8,1.33,17.0,15.5,1.2
15,Songshan,2024-05-30 18:00,35,Good,,11.0,15.8,26.4,0.35,13.0,2.3,0.8
14,Guting,2024-05-30 18:00,38,Good,,9.0,16.9,28.5,0.48,16.0,1.2,
13,Wanhua,2024-05-30 18:00,45,Good,,10.0,27.7,23.5,0.63,18.0,2.1,0.7
12,Zhongshan,2024-05-30 18:00,38,Good,,8.0,23.7,20.9,0.59,16.0,6.8,1.3
11,Shilin,2024-05-30 18:00,36,Good,,8.0,14.3,28.3,0.27,14.0,1.5,0.2
10,Tamsui,2024-05-30 18:00,37,Good,,9.0,22.8,24.5,0.19,34.0,2.8,2.3
9,Linkou,2024-05-30 18:00,41,Good,,2.0,3.0,39.9,0.15,7.0,0.9,1.0
8,Cailiao,2024-05-30 18:00,39,Good,,10.0,14.3,30.8,0.37,12.0,1.0,1.1
7,Xinzhuang,2024-05-30 18:00,42,Good,,8.0,16.2,27.6,0.36,20.0,1.8,0.5
6,Banqiao,2024-05-30 18:00,43,Good,,11.0,23.0,27.2,0.52,24.0,1.7,1.0
5,Tucheng,2024-05-30 18:00,51,Moderate,,21.0,24.5,29.1,0.52,34.0,1.2,1.4
4,Xindian,2024-05-30 18:00,44,Good,,11.0,12.8,30.5,0.43,14.0,1.8,0.7
3,Wanli,2024-05-30 18:00,45,Good,,7.0,8.9,36.4,0.25,40.0,1.1,0.5
2,Xizhi,2024-05-30 18:00,48,Good,,11.0,29.0,14.4,0.43,23.0,3.9,5.3
1,Keelung,2024-05-30 18:00,28,Good,,6.0,13.0,15.3,0.4,12.0,2.3,1.4
